index|name|sex|age|price|level|port|surviving
787|Sjoblom, Miss. Anna Sofia|female|18.0|7.4958|3|S|1
788|Rice, Master. George Hugh|male|8.0|29.125|3|Q|0
789|Dean, Master. Bertram Vere|male|1.0|20.575|3|S|1
790|Guggenheim, Mr. Benjamin|male|46.0|79.2|1|C|0
791|"Keane, Mr. Andrew ""Andy"""|male||7.75|3|Q|0
792|Gaskell, Mr. Alfred|male|16.0|26.0|2|S|0
793|Sage, Miss. Stella Anna|female||69.55|3|S|0
794|Hoyt, Mr. William Fisher|male||30.6958|1|C|0
795|Dantcheff, Mr. Ristiu|male|25.0|7.8958|3|S|0
796|Otter, Mr. Richard|male|39.0|13.0|2|S|0
797|Leader, Dr. Alice (Farnham)|female|49.0|25.9292|1|S|1
798|Osman, Mrs. Mara|female|31.0|8.6833|3|S|1
799|Ibrahim Shawah, Mr. Yousseff|male|30.0|7.2292|3|C|0
800|Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)|female|30.0|24.15|3|S|0
801|Ponesell, Mr. Martin|male|34.0|13.0|2|S|0
802|Collyer, Mrs. Harvey (Charlotte Annie Tate)|female|31.0|26.25|2|S|1
803|Carter, Master. William Thornton II|male|11.0|120.0|1|S|1
804|Thomas, Master. Assad Alexander|male|0.42|8.5167|3|C|1
805|Hedman, Mr. Oskar Arvid|male|27.0|6.975|3|S|1
806|Johansson, Mr. Karl Johan|male|31.0|7.775|3|S|0
807|Andrews, Mr. Thomas Jr|male|39.0|0.0|1|S|0
808|Pettersson, Miss. Ellen Natalia|female|18.0|7.775|3|S|0
809|Meyer, Mr. August|male|39.0|13.0|2|S|0
810|Chambers, Mrs. Norman Campbell (Bertha Griggs)|female|33.0|53.1|1|S|1
811|Alexander, Mr. William|male|26.0|7.8875|3|S|0
812|Lester, Mr. James|male|39.0|24.15|3|S|0
813|Slemen, Mr. Richard James|male|35.0|10.5|2|S|0
814|Andersson, Miss. Ebba Iris Alfrida|female|6.0|31.275|3|S|0
815|Tomlin, Mr. Ernest Portage|male|30.5|8.05|3|S|0
816|Fry, Mr. Richard|male||0.0|1|S|0
817|Heininen, Miss. Wendla Maria|female|23.0|7.925|3|S|0
818|Mallet, Mr. Albert|male|31.0|37.0042|2|C|0
819|Holm, Mr. John Fredrik Alexander|male|43.0|6.45|3|S|0
820|Skoog, Master. Karl Thorsten|male|10.0|27.9|3|S|0
821|Hays, Mrs. Charles Melville (Clara Jennings Gregg)|female|52.0|93.5|1|S|1
822|Lulic, Mr. Nikola|male|27.0|8.6625|3|S|1
823|Reuchlin, Jonkheer. John George|male|38.0|0.0|1|S|0
824|Moor, Mrs. (Beila)|female|27.0|12.475|3|S|1
825|Panula, Master. Urho Abraham|male|2.0|39.6875|3|S|0
826|Flynn, Mr. John|male||6.95|3|Q|0
827|Lam, Mr. Len|male||56.4958|3|S|0
828|Mallet, Master. Andre|male|1.0|37.0042|2|C|1
829|McCormack, Mr. Thomas Joseph|male||7.75|3|Q|1
830|Stone, Mrs. George Nelson (Martha Evelyn)|female|62.0|80.0|1||1
831|Yasbeck, Mrs. Antoni (Selini Alexander)|female|15.0|14.4542|3|C|1
832|Richards, Master. George Sibley|male|0.83|18.75|2|S|1
833|Saad, Mr. Amin|male||7.2292|3|C|0
834|Augustsson, Mr. Albert|male|23.0|7.8542|3|S|0
835|Allum, Mr. Owen George|male|18.0|8.3|3|S|0
836|Compton, Miss. Sara Rebecca|female|39.0|83.1583|1|C|1
837|Pasic, Mr. Jakob|male|21.0|8.6625|3|S|0
838|Sirota, Mr. Maurice|male||8.05|3|S|0
839|Chip, Mr. Chang|male|32.0|56.4958|3|S|1
840|Marechal, Mr. Pierre|male||29.7|1|C|1
841|Alhomaki, Mr. Ilmari Rudolf|male|20.0|7.925|3|S|0
842|Mudd, Mr. Thomas Charles|male|16.0|10.5|2|S|0
843|Serepeca, Miss. Augusta|female|30.0|31.0|1|C|1
844|Lemberopolous, Mr. Peter L|male|34.5|6.4375|3|C|0
845|Culumovic, Mr. Jeso|male|17.0|8.6625|3|S|0
846|Abbing, Mr. Anthony|male|42.0|7.55|3|S|0
847|Sage, Mr. Douglas Bullen|male||69.55|3|S|0
848|Markoff, Mr. Marin|male|35.0|7.8958|3|C|0
849|Harper, Rev. John|male|28.0|33.0|2|S|0
850|Goldenberg, Mrs. Samuel L (Edwiga Grabowska)|female||89.1042|1|C|1
851|Andersson, Master. Sigvard Harald Elias|male|4.0|31.275|3|S|0
852|Svensson, Mr. Johan|male|74.0|7.775|3|S|0
853|Boulos, Miss. Nourelain|female|9.0|15.2458|3|C|0
854|Lines, Miss. Mary Conover|female|16.0|39.4|1|S|1
855|Carter, Mrs. Ernest Courtenay (Lilian Hughes)|female|44.0|26.0|2|S|0
856|Aks, Mrs. Sam (Leah Rosen)|female|18.0|9.35|3|S|1
857|Wick, Mrs. George Dennick (Mary Hitchcock)|female|45.0|164.8667|1|S|1
858|Daly, Mr. Peter Denis |male|51.0|26.55|1|S|1
859|Baclini, Mrs. Solomon (Latifa Qurban)|female|24.0|19.2583|3|C|1
860|Razi, Mr. Raihed|male||7.2292|3|C|0
861|Hansen, Mr. Claus Peter|male|41.0|14.1083|3|S|0
862|Giles, Mr. Frederick Edward|male|21.0|11.5|2|S|0
863|Swift, Mrs. Frederick Joel (Margaret Welles Barron)|female|48.0|25.9292|1|S|1
864|"Sage, Miss. Dorothy Edith ""Dolly"""|female||69.55|3|S|0
865|Gill, Mr. John William|male|24.0|13.0|2|S|0
866|Bystrom, Mrs. (Karolina)|female|42.0|13.0|2|S|1
867|Duran y More, Miss. Asuncion|female|27.0|13.8583|2|C|1
868|Roebling, Mr. Washington Augustus II|male|31.0|50.4958|1|S|0
869|van Melkebeke, Mr. Philemon|male||9.5|3|S|0
870|Johnson, Master. Harold Theodor|male|4.0|11.1333|3|S|1
871|Balkic, Mr. Cerin|male|26.0|7.8958|3|S|0
872|Beckwith, Mrs. Richard Leonard (Sallie Monypeny)|female|47.0|52.5542|1|S|1
873|Carlsson, Mr. Frans Olof|male|33.0|5.0|1|S|0
874|Vander Cruyssen, Mr. Victor|male|47.0|9.0|3|S|0
875|Abelson, Mrs. Samuel (Hannah Wizosky)|female|28.0|24.0|2|C|1
876|"Najib, Miss. Adele Kiamie ""Jane"""|female|15.0|7.225|3|C|1
877|Gustafsson, Mr. Alfred Ossian|male|20.0|9.8458|3|S|0
878|Petroff, Mr. Nedelio|male|19.0|7.8958|3|S|0
879|Laleff, Mr. Kristo|male||7.8958|3|S|0
880|Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)|female|56.0|83.1583|1|C|1
881|Shelley, Mrs. William (Imanita Parrish Hall)|female|25.0|26.0|2|S|1
882|Markun, Mr. Johann|male|33.0|7.8958|3|S|0
883|Dahlberg, Miss. Gerda Ulrika|female|22.0|10.5167|3|S|0
884|Banfield, Mr. Frederick James|male|28.0|10.5|2|S|0
885|Sutehall, Mr. Henry Jr|male|25.0|7.05|3|S|0
886|Rice, Mrs. William (Margaret Norton)|female|39.0|29.125|3|Q|0
887|Montvila, Rev. Juozas|male|27.0|13.0|2|S|0
888|Graham, Miss. Margaret Edith|female|19.0|30.0|1|S|1
889|"Johnston, Miss. Catherine Helen ""Carrie"""|female||23.45|3|S|0
890|Behr, Mr. Karl Howell|male|26.0|30.0|1|C|1
891|Dooley, Mr. Patrick|male|32.0|7.75|3|Q|0
